benchmark_set,structure,schema_version,model,question_id,question,category,operation,question_runs,unique_questions,successes,success_rate,avg_precision,avg_recall,avg_f1,sd_f1,avg_gold_count,avg_generated_count,avg_missing_count,avg_extra_count,errors,avg_total_ms
normal,flat,advanced,gpt-4.1-mini,18,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.,text_or_pattern_filter,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0,1742.0
normal,flat,advanced,gpt-4.1-mini,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3620.0,3620.0,0.0,0.0,0,1377.0
normal,flat,advanced,gpt-4.1-mini,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4028.0,4028.0,0.0,0.0,0,1203.0
normal,flat,advanced,gpt-5-mini,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,10553.6667
normal,flat,advanced,gpt-5-mini,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,3,1,0,0.0,0.8571,0.8571,0.8571,0.0,7.0,7.0,1.0,1.0,0,5340.3333
normal,flat,advanced,gpt-5-mini,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,3,1,0,0.0,0.1059,0.1059,0.1059,0.0,85.0,85.0,76.0,76.0,0,9515.3333
normal,flat,advanced,gpt-5-mini,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0,7630.0
normal,flat,advanced,gpt-5-mini,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,0,10200.6667
normal,flat,advanced,gpt-5-mini,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,185.0,185.0,0,6469.3333
normal,flat,advanced,gpt-5-mini,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,3,1,0,0.0,0.875,0.875,0.875,0.0,1048.0,1048.0,131.0,131.0,0,8216.6667
normal,flat,advanced,gpt-5-mini,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,3,1,0,0.0,0.4,1.0,0.5714,0,2.0,5.0,0.0,3.0,2,24177.6667
normal,flat,advanced,gpt-5-mini,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,3,1,0,0.0,0.9074,0.9074,0.9074,0.0,108.0,108.0,10.0,10.0,0,19717.6667
normal,flat,advanced,gpt-5-mini,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,3,1,0,0.0,1.0,0.1825,0.3087,0.0,126.0,23.0,103.0,0.0,0,7285.6667
normal,flat,advanced,gpt-5-mini,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,1173.0,0.0,1173.0,0.0,0,7825.0
normal,flat,advanced,gpt-5-mini,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,3,1,1,0.3333,0.5079,0.5079,0.5079,0.5002,126.0,126.0,62.0,62.0,0,7924.3333
normal,flat,advanced,gpt-5-mini,45,Finn gjennomsnittlig listeplass per parti.,aggregate_group_avg,aggregate,3,1,1,0.3333,0.6162,0.6162,0.6162,0.539,185.0,185.0,71.0,71.0,0,7363.3333
normal,flat,advanced,gpt-5-mini,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,3,1,1,0.3333,0.5333,0.5333,0.5333,0.4041,10.0,10.0,4.6667,4.6667,0,8539.3333
normal,flat,advanced,gpt-5-mini,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,3,1,1,0.3333,0.3333,0.3333,0.3333,0.5774,1623.0,541.0,1082.0,0.0,0,8745.0
normal,flat,advanced,gpt-5-mini,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,3,1,2,0.6667,0.6667,0.6667,0.6667,0.5774,9.0,9.0,3.0,3.0,0,10011.3333
normal,flat,advanced,gpt-5-mini,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,3,1,2,0.6667,0.9397,0.9397,0.9397,0.1044,879.0,879.0,53.0,53.0,0,8344.3333
normal,flat,advanced,gpt-5-mini,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,3,1,2,0.6667,1.0,1.0,1.0,0.0,53366.0,53366.0,0.0,0.0,1,11054.6667
normal,flat,advanced,gpt-5-mini,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,3,1,2,0.6667,0.8706,0.9755,0.9123,0.152,68.0,79.6667,1.6667,13.3333,0,19696.3333
normal,flat,advanced,gpt-5-mini,42,Finn gjennomsnittlig antall personstemmer per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,6363.6667
normal,flat,advanced,gpt-5-mini,31,Finn antall rolleoppføringer per rolletype.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,4121.6667
normal,flat,advanced,gpt-5-mini,33,Finn antall politikere per parti.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,6310.0
normal,flat,advanced,gpt-5-mini,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,126.0,126.0,0.0,0.0,0,9276.6667
normal,flat,advanced,gpt-5-mini,40,Finn totalt antall aksjer per aksjeklasse.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,6523.3333
normal,flat,advanced,gpt-5-mini,46,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0,6573.0
normal,flat,advanced,gpt-5-mini,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,49.0,49.0,0.0,0.0,0,6725.3333
normal,flat,advanced,gpt-5-mini,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,66.0,66.0,0.0,0.0,0,8205.0
normal,flat,advanced,gpt-5-mini,49,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,7522.3333
normal,flat,advanced,gpt-5-mini,21,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,2001.0,2001.0,0.0,0.0,0,2837.3333
normal,flat,advanced,gpt-5-mini,23,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,4095.0,4095.0,0.0,0.0,0,6155.0
normal,flat,advanced,gpt-5-mini,24,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,275.0,275.0,0.0,0.0,0,10831.3333
normal,flat,advanced,gpt-5-mini,25,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,762063.0,762063.0,0.0,0.0,0,34930.6667
normal,flat,advanced,gpt-5-mini,1,Finn alle distinkte selskapsroller.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,3703.3333
normal,flat,advanced,gpt-5-mini,2,Finn alle distinkte organisasjonstyper for selskaper.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0,3566.3333
normal,flat,advanced,gpt-5-mini,3,Finn alle distinkte partier blant politikere.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,2806.0
normal,flat,advanced,gpt-5-mini,4,Finn alle distinkte aksjeklasser i aksjeeierboken.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,2406.6667
normal,flat,advanced,gpt-5-mini,5,Finn alle distinkte år med eierskapsoppføringer.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0,3505.0
normal,flat,advanced,gpt-5-mini,6,"Finn navn, organisasjonsnummer og oppløsningsdato for konkursbedrifter.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1746.0,1746.0,0.0,0.0,0,3201.0
normal,flat,advanced,gpt-5-mini,7,"Finn navn, organisasjonsnummer og etableringsdato for selskaper som ikke er i konkurs eller likvidasjon.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4251.0,4251.0,0.0,0.0,0,2843.3333
normal,flat,advanced,gpt-5-mini,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,36500.0,36500.0,0.0,0.0,0,4551.6667
normal,flat,advanced,gpt-5-mini,9,"Finn personer med rollen board_member. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,8010.0,8010.0,0.0,0.0,0,7371.6667
normal,flat,advanced,gpt-5-mini,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,116.0,116.0,0.0,0.0,0,26541.0
normal,flat,advanced,gpt-5-mini,55,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller.",lookup_join,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,94.0,94.0,0.0,0.0,0,21714.6667
normal,flat,advanced,gpt-5-mini,26,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller.",quantifier_exists,aggregate,3,1,3,1.0,0.9995,1.0,0.9998,0.0002,1429.0,1429.6667,0.0,0.6667,0,10803.6667
normal,flat,advanced,gpt-5-mini,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,22935.0
normal,flat,advanced,gpt-5-mini,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,53272.0,53272.0,0.0,0.0,0,25075.3333
normal,flat,advanced,gpt-5-mini,11,Finn selskaper som både er i konkurs og under likvidasjon. Ta med navn og organisasjonsnummer.,selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7953.6667
normal,flat,advanced,gpt-5-mini,13,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3604.0,3604.0,0.0,0.0,0,4367.3333
normal,flat,advanced,gpt-5-mini,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,463834.0,463834.0,0.0,0.0,0,13574.3333
normal,flat,advanced,gpt-5-mini,15,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1650.0,1650.0,0.0,0.0,0,10892.3333
normal,flat,advanced,gpt-5-mini,16,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,324.0,324.0,0.0,0.0,0,2599.6667
normal,flat,advanced,gpt-5-mini,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,195.0,195.0,0.0,0.0,0,6815.6667
normal,flat,advanced,gpt-5-mini,18,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.,text_or_pattern_filter,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0,6536.6667
normal,flat,advanced,gpt-5-mini,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,3,1,3,1.0,0.9444,1.0,0.9697,0.0525,3620.0,3620.0,0.0,0.0,0,10527.0
normal,flat,advanced,gpt-5-mini,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4028.0,4028.0,0.0,0.0,0,4206.0
normal,flat,naive,gpt-4.1-mini,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0,950.6667
normal,flat,naive,gpt-4.1-mini,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,1554.3333
normal,flat,naive,gpt-4.1-mini,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,3,1,0,0.0,0.8571,0.8571,0.8571,0.0,7.0,7.0,1.0,1.0,0,903.6667
normal,flat,naive,gpt-4.1-mini,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,1405.6667
normal,flat,naive,gpt-4.1-mini,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0,1032.0
normal,flat,naive,gpt-4.1-mini,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,879.0,879.0,879.0,879.0,0,1135.6667
normal,flat,naive,gpt-4.1-mini,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,1,1095.0
normal,flat,naive,gpt-4.1-mini,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,185.0,185.0,0,918.3333
normal,flat,naive,gpt-4.1-mini,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0,1125.0
normal,flat,naive,gpt-4.1-mini,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,66.0,66.0,0,1835.3333
normal,flat,naive,gpt-4.1-mini,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,3,1,0,0.0,0.3,0.3,0.3,0.0,10.0,10.0,7.0,7.0,0,2137.0
normal,flat,naive,gpt-4.1-mini,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,3,1,0,0.0,,,,,,,,,3,2091.3333
normal,flat,naive,gpt-4.1-mini,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,3,1,0,0.0,0.875,0.875,0.875,0.0,1048.0,1048.0,131.0,131.0,0,1854.0
normal,flat,naive,gpt-4.1-mini,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,3,1,0,0.0,0.4,1.0,0.5714,0,2.0,5.0,0.0,3.0,2,12105.6667
normal,flat,naive,gpt-4.1-mini,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,3,1,0,0.0,0.9074,0.9074,0.9074,0.0,108.0,108.0,10.0,10.0,0,8036.0
normal,flat,naive,gpt-4.1-mini,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,3,1,0,0.0,,,,,,,,,3,23520.3333
normal,flat,naive,gpt-4.1-mini,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,3,1,0,0.0,1.0,0.1825,0.3087,0.0,126.0,23.0,103.0,0.0,0,1970.3333
normal,flat,naive,gpt-4.1-mini,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,3643.3333
normal,flat,naive,gpt-4.1-mini,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,3,1,0,0.0,1.0,0.999,0.9995,0.0,53272.0,53217.0,55.0,0.0,0,2872.6667
normal,flat,naive,gpt-4.1-mini,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,3,1,0,0.0,0.9699,0.9079,0.9379,0.0,1173.0,1098.0,108.0,33.0,1,2978.3333
normal,flat,naive,gpt-4.1-mini,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,3,1,0,0.0,0.0,0.0,0.0,0.0,463834.0,0.0,463834.0,0.0,0,3551.3333
normal,flat,naive,gpt-4.1-mini,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,3,1,0,0.0,,,,,,,,,3,1161.3333
normal,flat,naive,gpt-4.1-mini,55,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller.",lookup_join,aggregate,3,1,1,0.3333,0.6646,0.9858,0.7936,0.0172,94.0,139.6667,1.3333,47.0,0,2557.0
normal,flat,naive,gpt-4.1-mini,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,3,1,1,0.3333,0.3335,1.0,0.3337,0.577,195.0,518181.6667,0.0,517986.6667,0,6839.3333
normal,flat,naive,gpt-4.1-mini,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,3,1,2,0.6667,0.6515,0.9943,0.7868,0.0188,116.0,177.3333,0.6667,62.0,0,1743.0
normal,flat,naive,gpt-4.1-mini,42,Finn gjennomsnittlig antall personstemmer per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,913.6667
normal,flat,naive,gpt-4.1-mini,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,969.0
normal,flat,naive,gpt-4.1-mini,45,Finn gjennomsnittlig listeplass per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,1016.0
normal,flat,naive,gpt-4.1-mini,31,Finn antall rolleoppføringer per rolletype.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,826.0
normal,flat,naive,gpt-4.1-mini,33,Finn antall politikere per parti.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,899.3333
normal,flat,naive,gpt-4.1-mini,40,Finn totalt antall aksjer per aksjeklasse.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,1315.6667
normal,flat,naive,gpt-4.1-mini,46,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0,1576.6667
normal,flat,naive,gpt-4.1-mini,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,49.0,49.0,0.0,0.0,0,2850.0
normal,flat,naive,gpt-4.1-mini,49,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1881.6667
normal,flat,naive,gpt-4.1-mini,21,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,2001.0,2001.0,0.0,0.0,0,1128.0
normal,flat,naive,gpt-4.1-mini,23,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,4095.0,4095.0,0.0,0.0,0,1151.0
normal,flat,naive,gpt-4.1-mini,24,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,275.0,275.0,0.0,0.0,0,1598.0
normal,flat,naive,gpt-4.1-mini,25,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,762063.0,762063.0,0.0,0.0,0,29350.3333
normal,flat,naive,gpt-4.1-mini,1,Finn alle distinkte selskapsroller.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,2197.3333
normal,flat,naive,gpt-4.1-mini,2,Finn alle distinkte organisasjonstyper for selskaper.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0,883.3333
normal,flat,naive,gpt-4.1-mini,3,Finn alle distinkte partier blant politikere.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,1136.0
normal,flat,naive,gpt-4.1-mini,4,Finn alle distinkte aksjeklasser i aksjeeierboken.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,928.3333
normal,flat,naive,gpt-4.1-mini,5,Finn alle distinkte år med eierskapsoppføringer.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0,1119.3333
normal,flat,naive,gpt-4.1-mini,6,"Finn navn, organisasjonsnummer og oppløsningsdato for konkursbedrifter.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1746.0,1746.0,0.0,0.0,0,1484.3333
normal,flat,naive,gpt-4.1-mini,7,"Finn navn, organisasjonsnummer og etableringsdato for selskaper som ikke er i konkurs eller likvidasjon.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4251.0,4251.0,0.0,0.0,0,1644.0
normal,flat,naive,gpt-4.1-mini,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,36500.0,36500.0,0.0,0.0,0,1655.3333
normal,flat,naive,gpt-4.1-mini,9,"Finn personer med rollen board_member. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,8010.0,8010.0,0.0,0.0,0,1546.3333
normal,flat,naive,gpt-4.1-mini,26,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller.",quantifier_exists,aggregate,3,1,3,1.0,0.9998,1.0,0.9999,0.0002,1429.0,1429.3333,0.0,0.3333,0,1700.6667
normal,flat,naive,gpt-4.1-mini,11,Finn selskaper som både er i konkurs og under likvidasjon. Ta med navn og organisasjonsnummer.,selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1488.0
normal,flat,naive,gpt-4.1-mini,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1623.0,1623.0,0.0,0.0,0,1419.0
normal,flat,naive,gpt-4.1-mini,13,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3604.0,3604.0,0.0,0.0,0,1299.0
normal,flat,naive,gpt-4.1-mini,15,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1650.0,1650.0,0.0,0.0,0,1693.6667
normal,flat,naive,gpt-4.1-mini,16,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,324.0,324.0,0.0,0.0,0,1184.0
