benchmark_set,question_id,structure,schema,model,runs,category,operation,success_rate_mean,precision_mean,recall_mean,f1_mean,error_runs,question
main,13,structured,advanced,gpt-4.1-mini,3,selection_conditions,find,1,1,1,1,0,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer."
main,13,structured,advanced,gpt-5-mini,3,selection_conditions,find,1,1,1,1,0,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer."
main,13,structured,naive,gpt-4.1-mini,3,selection_conditions,find,0,0,0,0,3,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer."
main,13,structured,naive,gpt-5-mini,3,selection_conditions,find,1,1,1,1,0,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer."
main,14,flat,advanced,gpt-4.1-mini,3,selection_conditions,find,0,0,0,0,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,14,flat,advanced,gpt-5-mini,3,selection_conditions,find,1,1,1,1,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,14,flat,naive,gpt-4.1-mini,3,selection_conditions,find,0,0,0,0,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,14,flat,naive,gpt-5-mini,3,selection_conditions,find,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,14,structured,advanced,gpt-4.1-mini,3,selection_conditions,find,0,0,0,0,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,14,structured,advanced,gpt-5-mini,3,selection_conditions,find,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,14,structured,naive,gpt-4.1-mini,3,selection_conditions,find,0,0,0,0,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,14,structured,naive,gpt-5-mini,3,selection_conditions,find,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer."
main,15,flat,advanced,gpt-4.1-mini,3,selection_conditions,find,0,0.44449999999999995,0.5172,0.4531666666666667,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,15,flat,advanced,gpt-5-mini,3,selection_conditions,find,1,1,1,1,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,15,flat,naive,gpt-4.1-mini,3,selection_conditions,find,1,1,1,1,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,15,flat,naive,gpt-5-mini,3,selection_conditions,find,1,1,1,1,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,15,structured,advanced,gpt-4.1-mini,3,selection_conditions,find,0,0.44449999999999995,0.6667,0.5334,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,15,structured,advanced,gpt-5-mini,3,selection_conditions,find,1,1,1,1,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,15,structured,naive,gpt-4.1-mini,3,selection_conditions,find,1,1,1,1,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,15,structured,naive,gpt-5-mini,3,selection_conditions,find,1,1,1,1,0,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel."
main,16,flat,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,16,flat,advanced,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,16,flat,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,16,flat,naive,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,16,structured,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,16,structured,advanced,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,16,structured,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,16,structured,naive,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse."
main,17,flat,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,0,0.0003,1,0.0006,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,17,flat,advanced,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,17,flat,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,0.3333333333333333,0.3335333333333333,1,0.3337333333333334,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,17,flat,naive,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,17,structured,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,0,0.0003,1,0.0006,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,17,structured,advanced,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,17,structured,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,0,0.0003,1,0.0006,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,17,structured,naive,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år."
main,18,flat,advanced,gpt-4.1-mini,3,text_or_pattern_filter,aggregate,1,1,1,1,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,18,flat,advanced,gpt-5-mini,3,text_or_pattern_filter,aggregate,1,1,1,1,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,18,flat,naive,gpt-4.1-mini,3,text_or_pattern_filter,aggregate,1,1,1,1,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,18,flat,naive,gpt-5-mini,3,text_or_pattern_filter,aggregate,0.6666666666666666,0.6673333333333332,1,0.6680333333333334,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,18,structured,advanced,gpt-4.1-mini,3,text_or_pattern_filter,aggregate,1,1,1,1,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,18,structured,advanced,gpt-5-mini,3,text_or_pattern_filter,aggregate,1,1,1,1,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,18,structured,naive,gpt-4.1-mini,3,text_or_pattern_filter,aggregate,1,1,1,1,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,18,structured,naive,gpt-5-mini,3,text_or_pattern_filter,aggregate,1,1,1,1,0,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.
main,19,flat,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,19,flat,advanced,gpt-5-mini,3,text_or_pattern_filter,find,1,0.9444333333333333,1,0.9697,0,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,19,flat,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,0,0,0,0,3,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,19,flat,naive,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,19,structured,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,19,structured,advanced,gpt-5-mini,3,text_or_pattern_filter,find,1,0.9444333333333333,1,0.9697,0,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,19,structured,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,19,structured,naive,gpt-5-mini,3,text_or_pattern_filter,find,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer."
main,20,flat,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,20,flat,advanced,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,20,flat,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,20,flat,naive,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,20,structured,advanced,gpt-4.1-mini,3,text_or_pattern_filter,find,0,0.23139999999999997,1,0.3758000000000001,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,20,structured,advanced,gpt-5-mini,3,text_or_pattern_filter,find,0,0.23139999999999997,1,0.3758000000000001,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,20,structured,naive,gpt-4.1-mini,3,text_or_pattern_filter,find,0,0.2498,0.49280000000000007,0.3316,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,20,structured,naive,gpt-5-mini,3,text_or_pattern_filter,find,1,1,1,1,0,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune."
main,21,flat,advanced,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,21,flat,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,21,flat,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,21,flat,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,21,structured,advanced,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,21,structured,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,21,structured,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,21,structured,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type."
main,22,flat,advanced,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,22,flat,advanced,gpt-5-mini,3,alias_projection,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,22,flat,naive,gpt-4.1-mini,3,alias_projection,aggregate,0,0,0,0,3,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,22,flat,naive,gpt-5-mini,3,alias_projection,aggregate,0,0,0,0,3,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,22,structured,advanced,gpt-4.1-mini,3,alias_projection,aggregate,0.3333333333333333,0.42883333333333334,0.42883333333333334,0.42883333333333334,1,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,22,structured,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,22,structured,naive,gpt-4.1-mini,3,alias_projection,aggregate,0,0.09533333333333333,0.09449999999999999,0.0949,0,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,22,structured,naive,gpt-5-mini,3,alias_projection,aggregate,0,0,0,0,3,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt."
main,23,flat,advanced,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,23,flat,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,23,flat,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,23,flat,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,23,structured,advanced,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,23,structured,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,23,structured,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,23,structured,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle."
main,24,flat,advanced,gpt-4.1-mini,3,alias_projection,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,24,flat,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,24,flat,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,24,flat,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,24,structured,advanced,gpt-4.1-mini,3,alias_projection,aggregate,0,0,0,0,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,24,structured,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,24,structured,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,24,structured,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel."
main,25,flat,advanced,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,25,flat,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,25,flat,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,25,flat,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,25,structured,advanced,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,25,structured,advanced,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,25,structured,naive,gpt-4.1-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,25,structured,naive,gpt-5-mini,3,alias_projection,aggregate,1,1,1,1,0,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år."
main,26,flat,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,1,0.9993,1,0.9997000000000001,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,26,flat,advanced,gpt-5-mini,3,quantifier_exists,aggregate,1,0.9995333333333333,1,0.9998,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,26,flat,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,1,0.9997666666666666,1,0.9998999999999999,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,26,flat,naive,gpt-5-mini,3,quantifier_exists,aggregate,1,1,1,1,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,26,structured,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,1,0.9993,1,0.9997000000000001,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,26,structured,advanced,gpt-5-mini,3,quantifier_exists,aggregate,1,0.9993,1,0.9997000000000001,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,26,structured,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,1,0.9993,1,0.9997000000000001,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,26,structured,naive,gpt-5-mini,3,quantifier_exists,aggregate,1,0.9993,1,0.9997000000000001,0,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller."
main,27,flat,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0,1,0.1825,0.3087,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,27,flat,advanced,gpt-5-mini,3,quantifier_exists,aggregate,0,1,0.1825,0.3087,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,27,flat,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,1,0.1825,0.3087,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,27,flat,naive,gpt-5-mini,3,quantifier_exists,aggregate,1,1,1,1,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,27,structured,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0,1,0.1825,0.3087,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,27,structured,advanced,gpt-5-mini,3,quantifier_exists,aggregate,0,1,0.1825,0.3087,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,27,structured,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,1,0.1825,0.3087,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,27,structured,naive,gpt-5-mini,3,quantifier_exists,aggregate,0,1,0.1825,0.3087,0,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap."
main,28,flat,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0,0,0,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,28,flat,advanced,gpt-5-mini,3,quantifier_exists,aggregate,1,1,1,1,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,28,flat,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0,0,0,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,28,flat,naive,gpt-5-mini,3,quantifier_exists,aggregate,1,1,1,1,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,28,structured,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0,0,0,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,28,structured,advanced,gpt-5-mini,3,quantifier_exists,aggregate,0,0,0,0,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,28,structured,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0,0,0,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,28,structured,naive,gpt-5-mini,3,quantifier_exists,aggregate,0,0,0,0,0,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper."
main,29,flat,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0.3333333333333333,1,0.9993333333333334,0.9996666666666667,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,29,flat,advanced,gpt-5-mini,3,quantifier_exists,aggregate,1,1,1,1,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,29,flat,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,1,0.999,0.9994999999999999,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,29,flat,naive,gpt-5-mini,3,quantifier_exists,aggregate,1,1,1,1,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,29,structured,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0,1,0.9903999999999998,0.9952,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,29,structured,advanced,gpt-5-mini,3,quantifier_exists,aggregate,1,1,1,1,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,29,structured,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0.6666666666666666,0.6602666666666667,0.6634666666666666,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,29,structured,naive,gpt-5-mini,3,quantifier_exists,aggregate,0,1,0.9903999999999998,0.9952,0,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti."
main,30,flat,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0.9699,0.9079,0.9379,0,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
main,30,flat,advanced,gpt-5-mini,3,quantifier_exists,aggregate,0,0,0,0,0,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
main,30,flat,naive,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0.6466,0.6052666666666667,0.6252666666666666,1,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
main,30,flat,naive,gpt-5-mini,3,quantifier_exists,aggregate,0,0.3233,0.30263333333333337,0.3126333333333333,0,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
main,30,structured,advanced,gpt-4.1-mini,3,quantifier_exists,aggregate,0,0.3233,0.30263333333333337,0.3126333333333333,0,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
main,30,structured,advanced,gpt-5-mini,3,quantifier_exists,aggregate,0,0,0,0,0,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.
